all	0	46794847	340466472	0.1374433
all	1	22812415	340466472	0.0670034
all	2	22499749	340466472	0.0660851
all	3	21453849	340466472	0.0630131
all	4	21694660	340466472	0.0637204
all	5	21401942	340466472	0.0628606
all	6	20631123	340466472	0.0605966
all	7	19210056	340466472	0.0564228
all	8	17318128	340466472	0.0508659
all	9	15212841	340466472	0.0446823
all	10	13143107	340466472	0.0386032
all	11	11205603	340466472	0.0329125
all	12	9489534	340466472	0.0278722
all	13	8082249	340466472	0.0237388
all	14	6874490	340466472	0.0201914
all	15	5879820	340466472	0.0172699
all	16	5052187	340466472	0.0148390
all	17	4383446	340466472	0.0128748
all	18	3825989	340466472	0.0112375
all	19	3354653	340466472	0.0098531
all	20	2962123	340466472	0.0087002
all	21	2633880	340466472	0.0077361
all	22	2347226	340466472	0.0068941
all	23	2105725	340466472	0.0061848
all	24	1895092	340466472	0.0055662
all	25	1721818	340466472	0.0050572
all	26	1555687	340466472	0.0045693
all	27	1416409	340466472	0.0041602
all	28	1285557	340466472	0.0037759
all	29	1171361	340466472	0.0034405
all	30	1075435	340466472	0.0031587
all	31	988492	340466472	0.0029033
all	32	913548	340466472	0.0026832
all	33	840765	340466472	0.0024695
all	34	775374	340466472	0.0022774
all	35	723183	340466472	0.0021241
all	36	674122	340466472	0.0019800
all	37	629938	340466472	0.0018502
all	38	587231	340466472	0.0017248
all	39	551486	340466472	0.0016198
all	40	516830	340466472	0.0015180
all	41	483977	340466472	0.0014215
all	42	456729	340466472	0.0013415
all	43	432164	340466472	0.0012693
all	44	408228	340466472	0.0011990
all	45	386099	340466472	0.0011340
all	46	364690	340466472	0.0010711
all	47	345796	340466472	0.0010157
all	48	327414	340466472	0.0009617
all	49	311305	340466472	0.0009143
all	50	295558	340466472	0.0008681
all	51	282131	340466472	0.0008287
all	52	270826	340466472	0.0007955
all	53	258599	340466472	0.0007595
all	54	247342	340466472	0.0007265
all	55	237656	340466472	0.0006980
all	56	227073	340466472	0.0006669
all	57	216962	340466472	0.0006372
all	58	207777	340466472	0.0006103
all	59	196584	340466472	0.0005774
all	60	188482	340466472	0.0005536
all	61	181647	340466472	0.0005335
all	62	174745	340466472	0.0005133
all	63	167725	340466472	0.0004926
all	64	161604	340466472	0.0004747
all	65	155556	340466472	0.0004569
all	66	149495	340466472	0.0004391
all	67	145897	340466472	0.0004285
all	68	139559	340466472	0.0004099
all	69	135860	340466472	0.0003990
all	70	129696	340466472	0.0003809
all	71	126019	340466472	0.0003701
all	72	121575	340466472	0.0003571
all	73	116098	340466472	0.0003410
all	74	113053	340466472	0.0003321
all	75	109646	340466472	0.0003220
all	76	104578	340466472	0.0003072
all	77	100502	340466472	0.0002952
all	78	97371	340466472	0.0002860
all	79	95145	340466472	0.0002795
all	80	91141	340466472	0.0002677
all	81	88755	340466472	0.0002607
all	82	85204	340466472	0.0002503
all	83	82446	340466472	0.0002422
all	84	80181	340466472	0.0002355
all	85	77213	340466472	0.0002268
all	86	75591	340466472	0.0002220
all	87	73398	340466472	0.0002156
all	88	70478	340466472	0.0002070
all	89	68066	340466472	0.0001999
all	90	67316	340466472	0.0001977
all	91	65164	340466472	0.0001914
all	92	63191	340466472	0.0001856
all	93	60851	340466472	0.0001787
all	94	59257	340466472	0.0001740
all	95	57789	340466472	0.0001697
all	96	56319	340466472	0.0001654
all	97	54388	340466472	0.0001597
all	98	53173	340466472	0.0001562
all	99	51344	340466472	0.0001508
all	100	49538	340466472	0.0001455
all	101	49002	340466472	0.0001439
all	102	47511	340466472	0.0001395
all	103	46110	340466472	0.0001354
all	104	44617	340466472	0.0001310
all	105	44045	340466472	0.0001294
all	106	42968	340466472	0.0001262
all	107	41985	340466472	0.0001233
all	108	41185	340466472	0.0001210
all	109	39994	340466472	0.0001175
all	110	39350	340466472	0.0001156
all	111	37939	340466472	0.0001114
all	112	37107	340466472	0.0001090
all	113	36614	340466472	0.0001075
all	114	35628	340466472	0.0001046
all	115	34893	340466472	0.0001025
all	116	33441	340466472	0.0000982
all	117	32640	340466472	0.0000959
all	118	32171	340466472	0.0000945
all	119	31667	340466472	0.0000930
all	120	30928	340466472	0.0000908
