all	0	5886582	73795722	0.0797686
all	1	3110889	73795722	0.0421554
all	2	3283767	73795722	0.0444981
all	3	3374891	73795722	0.0457329
all	4	3525054	73795722	0.0477677
all	5	3554326	73795722	0.0481644
all	6	3441215	73795722	0.0466316
all	7	3255639	73795722	0.0441169
all	8	3012426	73795722	0.0408211
all	9	2745994	73795722	0.0372107
all	10	2474143	73795722	0.0335269
all	11	2240269	73795722	0.0303577
all	12	2016814	73795722	0.0273297
all	13	1835645	73795722	0.0248747
all	14	1672232	73795722	0.0226603
all	15	1519333	73795722	0.0205884
all	16	1394636	73795722	0.0188986
all	17	1281639	73795722	0.0173674
all	18	1176624	73795722	0.0159443
all	19	1087983	73795722	0.0147432
all	20	1008478	73795722	0.0136658
all	21	935444	73795722	0.0126761
all	22	867060	73795722	0.0117495
all	23	809080	73795722	0.0109638
all	24	753541	73795722	0.0102112
all	25	701790	73795722	0.0095099
all	26	658877	73795722	0.0089284
all	27	613861	73795722	0.0083184
all	28	579243	73795722	0.0078493
all	29	544144	73795722	0.0073737
all	30	513197	73795722	0.0069543
all	31	484111	73795722	0.0065602
all	32	459432	73795722	0.0062257
all	33	435547	73795722	0.0059021
all	34	412932	73795722	0.0055956
all	35	392110	73795722	0.0053135
all	36	372989	73795722	0.0050543
all	37	354187	73795722	0.0047996
all	38	337580	73795722	0.0045745
all	39	321789	73795722	0.0043605
all	40	308694	73795722	0.0041831
all	41	295174	73795722	0.0039999
all	42	284953	73795722	0.0038614
all	43	272896	73795722	0.0036980
all	44	260435	73795722	0.0035291
all	45	248019	73795722	0.0033609
all	46	238835	73795722	0.0032364
all	47	228347	73795722	0.0030943
all	48	220312	73795722	0.0029854
all	49	211202	73795722	0.0028620
all	50	202573	73795722	0.0027451
all	51	197511	73795722	0.0026765
all	52	189702	73795722	0.0025706
all	53	183230	73795722	0.0024829
all	54	175063	73795722	0.0023723
all	55	167921	73795722	0.0022755
all	56	163336	73795722	0.0022134
all	57	155660	73795722	0.0021093
all	58	151394	73795722	0.0020515
all	59	146493	73795722	0.0019851
all	60	141926	73795722	0.0019232
all	61	137571	73795722	0.0018642
all	62	132869	73795722	0.0018005
all	63	128367	73795722	0.0017395
all	64	126476	73795722	0.0017139
all	65	119808	73795722	0.0016235
all	66	117373	73795722	0.0015905
all	67	112875	73795722	0.0015296
all	68	108822	73795722	0.0014746
all	69	104243	73795722	0.0014126
all	70	100192	73795722	0.0013577
all	71	98207	73795722	0.0013308
all	72	96581	73795722	0.0013088
all	73	92939	73795722	0.0012594
all	74	89393	73795722	0.0012114
all	75	87283	73795722	0.0011828
all	76	86218	73795722	0.0011683
all	77	83416	73795722	0.0011304
all	78	81167	73795722	0.0010999
all	79	78656	73795722	0.0010659
all	80	75979	73795722	0.0010296
all	81	73306	73795722	0.0009934
all	82	71237	73795722	0.0009653
all	83	69260	73795722	0.0009385
all	84	67456	73795722	0.0009141
all	85	65741	73795722	0.0008909
all	86	64197	73795722	0.0008699
all	87	61813	73795722	0.0008376
all	88	60425	73795722	0.0008188
all	89	58745	73795722	0.0007960
all	90	57142	73795722	0.0007743
all	91	56482	73795722	0.0007654
all	92	55069	73795722	0.0007462
all	93	54470	73795722	0.0007381
all	94	51902	73795722	0.0007033
all	95	51173	73795722	0.0006934
all	96	50274	73795722	0.0006813
all	97	49257	73795722	0.0006675
all	98	48059	73795722	0.0006512
all	99	46235	73795722	0.0006265
all	100	45162	73795722	0.0006120
all	101	44478	73795722	0.0006027
all	102	43323	73795722	0.0005871
all	103	42513	73795722	0.0005761
all	104	41931	73795722	0.0005682
all	105	40803	73795722	0.0005529
all	106	39947	73795722	0.0005413
all	107	39403	73795722	0.0005339
all	108	37708	73795722	0.0005110
all	109	36812	73795722	0.0004988
all	110	36023	73795722	0.0004881
all	111	35283	73795722	0.0004781
all	112	34429	73795722	0.0004665
all	113	33119	73795722	0.0004488
all	114	32755	73795722	0.0004439
all	115	31911	73795722	0.0004324
all	116	31618	73795722	0.0004285
all	117	30398	73795722	0.0004119
all	118	29955	73795722	0.0004059
all	119	29390	73795722	0.0003983
all	120	28466	73795722	0.0003857
all	121	27966	73795722	0.0003790
all	122	27223	73795722	0.0003689
all	123	26767	73795722	0.0003627
all	124	26515	73795722	0.0003593
all	125	26333	73795722	0.0003568
all	126	25103	73795722	0.0003402
all	127	24310	73795722	0.0003294
all	128	24127	73795722	0.0003269
all	129	23684	73795722	0.0003209
all	130	23215	73795722	0.0003146
all	131	23126	73795722	0.0003134
all	132	23010	73795722	0.0003118
all	133	22389	73795722	0.0003034
all	134	21920	73795722	0.0002970
all	135	21323	73795722	0.0002889
all	136	21042	73795722	0.0002851
all	137	21019	73795722	0.0002848
all	138	20829	73795722	0.0002823
all	139	20364	73795722	0.0002760
all	140	19955	73795722	0.0002704
all	141	19660	73795722	0.0002664
all	142	19384	73795722	0.0002627
all	143	18836	73795722	0.0002552
all	144	18700	73795722	0.0002534
all	145	18187	73795722	0.0002465
all	146	17986	73795722	0.0002437
all	147	17747	73795722	0.0002405
all	148	17636	73795722	0.0002390
all	149	16948	73795722	0.0002297
all	150	16820	73795722	0.0002279
all	151	16607	73795722	0.0002250
all	152	16426	73795722	0.0002226
all	153	16092	73795722	0.0002181
all	154	15845	73795722	0.0002147
all	155	15293	73795722	0.0002072
all	156	14914	73795722	0.0002021
all	157	14709	73795722	0.0001993
all	158	14424	73795722	0.0001955
all	159	14158	73795722	0.0001919
all	160	13936	73795722	0.0001888
all	161	13617	73795722	0.0001845
all	162	13554	73795722	0.0001837
all	163	13617	73795722	0.0001845
all	164	13375	73795722	0.0001812
all	165	13243	73795722	0.0001795
all	166	12779	73795722	0.0001732
all	167	12587	73795722	0.0001706
all	168	12296	73795722	0.0001666
all	169	12164	73795722	0.0001648
all	170	12096	73795722	0.0001639
all	171	11819	73795722	0.0001602
all	172	11421	73795722	0.0001548
all	173	11333	73795722	0.0001536
all	174	11290	73795722	0.0001530
all	175	11178	73795722	0.0001515
all	176	10888	73795722	0.0001475
all	177	10479	73795722	0.0001420
all	178	10628	73795722	0.0001440
all	179	10417	73795722	0.0001412
all	180	10241	73795722	0.0001388
all	181	10098	73795722	0.0001368
all	182	9868	73795722	0.0001337
all	183	10040	73795722	0.0001361
all	184	9775	73795722	0.0001325
all	185	9582	73795722	0.0001298
all	186	9616	73795722	0.0001303
all	187	9428	73795722	0.0001278
all	188	9097	73795722	0.0001233
all	189	9043	73795722	0.0001225
all	190	8915	73795722	0.0001208
all	191	8735	73795722	0.0001184
all	192	8667	73795722	0.0001174
all	193	8415	73795722	0.0001140
all	194	8179	73795722	0.0001108
all	195	7967	73795722	0.0001080
all	196	8216	73795722	0.0001113
all	197	7932	73795722	0.0001075
all	198	7765	73795722	0.0001052
all	199	7583	73795722	0.0001028
all	200	7464	73795722	0.0001011
all	201	7564	73795722	0.0001025
all	202	7498	73795722	0.0001016
all	203	7379	73795722	0.0001000
all	204	7287	73795722	0.0000987
all	205	7352	73795722	0.0000996
all	206	7189	73795722	0.0000974
all	207	7117	73795722	0.0000964
all	208	7154	73795722	0.0000969
all	209	6972	73795722	0.0000945
all	210	6707	73795722	0.0000909
all	211	6847	73795722	0.0000928
all	212	6588	73795722	0.0000893
all	213	6609	73795722	0.0000896
all	214	6385	73795722	0.0000865
all	215	6362	73795722	0.0000862
all	216	6027	73795722	0.0000817
all	217	6134	73795722	0.0000831
all	218	6086	73795722	0.0000825
all	219	6019	73795722	0.0000816
all	220	5985	73795722	0.0000811
all	221	6155	73795722	0.0000834
all	222	5970	73795722	0.0000809
all	223	5839	73795722	0.0000791
all	224	5798	73795722	0.0000786
all	225	5636	73795722	0.0000764
all	226	5738	73795722	0.0000778
all	227	5500	73795722	0.0000745
all	228	5565	73795722	0.0000754
all	229	5426	73795722	0.0000735
all	230	5493	73795722	0.0000744
all	231	5097	73795722	0.0000691
all	232	5068	73795722	0.0000687
all	233	5045	73795722	0.0000684
all	234	5004	73795722	0.0000678
all	235	4901	73795722	0.0000664
all	236	4811	73795722	0.0000652
all	237	4734	73795722	0.0000642
all	238	4697	73795722	0.0000636
all	239	4601	73795722	0.0000623
all	240	4532	73795722	0.0000614
all	241	4530	73795722	0.0000614
all	242	4472	73795722	0.0000606
all	243	4421	73795722	0.0000599
all	244	4318	73795722	0.0000585
all	245	4312	73795722	0.0000584
all	246	4211	73795722	0.0000571
all	247	4204	73795722	0.0000570
all	248	4068	73795722	0.0000551
all	249	3846	73795722	0.0000521
all	250	4017	73795722	0.0000544
all	251	3876	73795722	0.0000525
all	252	3793	73795722	0.0000514
all	253	3868	73795722	0.0000524
all	254	3887	73795722	0.0000527
all	255	3764	73795722	0.0000510
all	256	3758	73795722	0.0000509
all	257	3835	73795722	0.0000520
all	258	3750	73795722	0.0000508
all	259	3647	73795722	0.0000494
all	260	3677	73795722	0.0000498
all	261	3665	73795722	0.0000497
all	262	3783	73795722	0.0000513
all	263	3576	73795722	0.0000485
all	264	3597	73795722	0.0000487
all	265	3506	73795722	0.0000475
all	266	3549	73795722	0.0000481
all	267	3402	73795722	0.0000461
all	268	3448	73795722	0.0000467
all	269	3440	73795722	0.0000466
all	270	3492	73795722	0.0000473
all	271	3409	73795722	0.0000462
all	272	3320	73795722	0.0000450
all	273	3285	73795722	0.0000445
all	274	3290	73795722	0.0000446
all	275	3184	73795722	0.0000431
all	276	3140	73795722	0.0000425
